Ghislain Konan,Vitória Guimarães,Portuguese Primeira Liga,1995-12-27,176.0,71.0,Ivory Coast,8000000.0
Haris Seferović,SL Benfica,Portuguese Primeira Liga,1992-02-22,185.0,85.0,Switzerland,8500000.0
Cássio Albuquerque Anjos,Rio Ave FC,Portuguese Primeira Liga,1980-08-12,186.0,79.0,Brazil,900000.0
Nuno Miguel Sousa Pinto,Vitória Setúbal,Portuguese Primeira Liga,1986-08-06,173.0,65.0,Portugal,4800000.0
Jefferson Nascimento,SC Braga,Portuguese Primeira Liga,1988-07-05,176.0,72.0,Brazil,5500000.0
Salvador José Milhazes Agra,CD Aves,Portuguese Primeira Liga,1991-11-11,166.0,61.0,Portugal,8500000.0
Pedro Filipe Barbosa Moreira,FC Paços de Ferreira,Portuguese Primeira Liga,1992-12-20,170.0,68.0,Portugal,9000000.0
Ricardo Jorge Novo Nunes,Grupo Desportivo de Chaves,Portuguese Primeira Liga,1982-07-06,188.0,84.0,Portugal,2700000.0
Mattheus A. Gama de Oliveira,Sporting CP,Portuguese Primeira Liga,1994-07-07,182.0,76.0,Brazil,9500000.0
Matheus Lima Magalhães,SC Braga,Portuguese Primeira Liga,1992-07-19,187.0,76.0,Brazil,6500000.0
Djavan da Silva Ferreira,Grupo Desportivo de Chaves,Portuguese Primeira Liga,1987-12-31,184.0,76.0,Brazil,5000000.0
Welthon Fiel Sampaio,FC Paços de Ferreira,Portuguese Primeira Liga,1992-06-21,180.0,74.0,Brazil,9000000.0
Radosav Petrović,Sporting CP,Portuguese Primeira Liga,1989-03-08,193.0,78.0,Serbia,4600000.0
Danilo Barbosa da Silva,SC Braga,Portuguese Primeira Liga,1996-02-28,182.0,86.0,Brazil,8000000.0
João Miguel Coimbra Aurélio,Vitória Guimarães,Portuguese Primeira Liga,1988-08-17,182.0,72.0,Portugal,4400000.0
Guillermo Celis,Vitória Guimarães,Portuguese Primeira Liga,1993-05-08,178.0,73.0,Colombia,6500000.0
Marcelo Augusto Ferreira Teixeira,SC Braga,Portuguese Primeira Liga,1987-10-13,176.0,69.0,Brazil,4300000.0
André Geraldes de Barros,CF Os Belenenses,Portuguese Primeira Liga,1991-05-02,181.0,74.0,Portugal,5500000.0
Matheus Fellipe Costa Pereira,Grupo Desportivo de Chaves,Portuguese Primeira Liga,1996-05-05,175.0,66.0,Brazil,9500000.0
Renato João Saleiro Santos,Boavista FC,Portuguese Primeira Liga,1991-10-05,177.0,75.0,Portugal,6500000.0
Fabiano Ribeiro de Freitas,FC Porto,Portuguese Primeira Liga,1988-02-29,197.0,91.0,Brazil,3800000.0
Bruno Alexandre Vieira Almeida,SC Braga,Portuguese Primeira Liga,1997-12-02,179.0,72.0,Portugal,9500000.0
Rúben Tiago Rodrigues Ribeiro,Rio Ave FC,Portuguese Primeira Liga,1987-08-01,175.0,67.0,Portugal,5500000.0
Vasco Herculano Cunha Fernandes,Vitória Setúbal,Portuguese Primeira Liga,1986-11-12,182.0,76.0,Portugal,4200000.0
Filipe Augusto Carvalho Souza,SL Benfica,Portuguese Primeira Liga,1993-08-12,183.0,80.0,Brazil,8000000.0
Paulo Henrique Soares dos Santos,Portimonense SC,Portuguese Primeira Liga,1994-07-10,166.0,58.0,Brazil,8500000.0
Jeferson Fernandes Macedo,Grupo Desportivo de Chaves,Portuguese Primeira Liga,1991-07-17,180.0,70.0,Brazil,6500000.0
Miguel Jesus Rosa,CF Os Belenenses,Portuguese Primeira Liga,1989-01-13,176.0,70.0,Portugal,5500000.0
Jaílton Alves Miranda,Boavista FC,Portuguese Primeira Liga,1989-08-02,181.0,63.0,Cape Verde,6000000.0
Kléber Laube Pinheiro,Estoril Praia,Portuguese Primeira Liga,1990-05-02,187.0,81.0,Brazil,6500000.0
Stefan Ristovski,Sporting CP,Portuguese Primeira Liga,1992-02-12,180.0,72.0,FYR Macedonia,6000000.0
Sérgio Miguel Relvas de Oliveira,FC Porto,Portuguese Primeira Liga,1992-06-02,181.0,72.0,Portugal,7500000.0
Ousmane Dramé,Moreirense FC,Portuguese Primeira Liga,1992-08-25,174.0,70.0,France,7000000.0
Zainadine Chavango Júnior,CS Marítimo,Portuguese Primeira Liga,1988-06-24,178.0,75.0,Mozambique,4400000.0
Fábio Ricardo Gomes Fonseca,Boavista FC,Portuguese Primeira Liga,1985-08-18,171.0,64.0,Portugal,4800000.0
Nélson Ricardo Rodrigues Lenho,CD Aves,Portuguese Primeira Liga,1984-03-22,179.0,75.0,Portugal,2200000.0
Eduardo Gottardi,CS Marítimo,Portuguese Primeira Liga,1985-10-18,193.0,82.0,Brazil,3400000.0
Romain Salin,Sporting CP,Portuguese Primeira Liga,1984-07-29,189.0,76.0,France,3200000.0
Ricardo Sousa Esgaio,SC Braga,Portuguese Primeira Liga,1993-05-16,173.0,68.0,Portugal,6000000.0
Ricardo Jorge Pinto da Silva,FC Paços de Ferreira,Portuguese Primeira Liga,1980-08-19,186.0,78.0,Cape Verde,750000.0
António José Pinheiro Carvalho,Moreirense FC,Portuguese Primeira Liga,1993-01-14,166.0,61.0,Portugal,7500000.0
Carlos Santos Rodrigues,CD Aves,Portuguese Primeira Liga,1995-01-13,183.0,84.0,Cape Verde,4800000.0
Bruno Manuel Araújo Braga,CD Aves,Portuguese Primeira Liga,1983-06-17,181.0,77.0,Portugal,1900000.0
Giorgi Makaridze,Moreirense FC,Portuguese Primeira Liga,1990-03-31,190.0,85.0,Georgia,2700000.0
Douglas Franco Teixeira,Sporting CP,Portuguese Primeira Liga,1988-01-12,192.0,80.0,Netherlands,3100000.0
Ryan Gauld,CD Aves,Portuguese Primeira Liga,1995-12-16,169.0,61.0,Scotland,7000000.0
Clecildo Rafael Martins Ladislau,Vitória Guimarães,Portuguese Primeira Liga,1989-03-17,177.0,73.0,Brazil,4099999.9999999995
André Alexandre Carreira Sousa,CF Os Belenenses,Portuguese Primeira Liga,1990-07-09,181.0,78.0,Portugal,4300000.0
Fábio José Ferreira Pacheco,CS Marítimo,Portuguese Primeira Liga,1988-05-26,180.0,73.0,Portugal,3100000.0
Mateus Galiano da Costa,Boavista FC,Portuguese Primeira Liga,1984-06-19,176.0,75.0,Angola,2400000.0
Idrissa Mandiang,Boavista FC,Portuguese Primeira Liga,1984-12-27,189.0,80.0,Senegal,2300000.0
Muriel Gustavo Becker,CF Os Belenenses,Portuguese Primeira Liga,1987-02-14,190.0,78.0,Brazil,2600000.0
João José Pereira da Costa,Vitória Setúbal,Portuguese Primeira Liga,1992-08-25,170.0,64.0,Portugal,5500000.0
Ronei Gleison Rodrigues Reis,CF Os Belenenses,Portuguese Primeira Liga,1991-06-26,171.0,67.0,Brazil,4700000.0
Vitor Hugo Gomes da Silva,CD Aves,Portuguese Primeira Liga,1987-12-25,183.0,81.0,Portugal,3800000.0
David Martins Simão,Boavista FC,Portuguese Primeira Liga,1990-05-15,183.0,74.0,Portugal,4500000.0
Charles Marcelo da Silva,CS Marítimo,Portuguese Primeira Liga,1994-02-04,186.0,84.0,Brazil,4400000.0
Óscar Estupiñán,Vitória Guimarães,Portuguese Primeira Liga,1996-12-29,182.0,74.0,Colombia,6000000.0
Alberto Bueno Calvo,FC Porto,Portuguese Primeira Liga,1988-03-20,179.0,67.0,Spain,3900000.0
Mauro Silva Sousa,SC Braga,Portuguese Primeira Liga,1990-10-31,177.0,72.0,Brazil,4000000.0
Hassan Yebda,CF Os Belenenses,Portuguese Primeira Liga,1984-05-14,187.0,82.0,Algeria,1600000.0
Fábio Miguel Santos Sturgeon,Vitória Guimarães,Portuguese Primeira Liga,1994-02-04,183.0,76.0,Portugal,5000000.0
Rúben Rafael Sousa Ferreira,Grupo Desportivo de Chaves,Portuguese Primeira Liga,1990-02-17,183.0,67.0,Portugal,3700000.0
Peter Etebo,CD Feirense,Portuguese Primeira Liga,1995-11-09,176.0,70.0,Nigeria,6000000.0
Diogo António Cupido Gonçalves,SL Benfica,Portuguese Primeira Liga,1997-02-06,177.0,71.0,Portugal,7000000.0
Paulo Ricardo de Jesús Machado,CD Aves,Portuguese Primeira Liga,1986-03-31,174.0,74.0,Portugal,3400000.0
Patrick De Oliveira Vieira,Vitória Setúbal,Portuguese Primeira Liga,1991-01-22,173.0,76.0,Brazil,3900000.0
Jacinto Muondo Dala,Sporting CP,Portuguese Primeira Liga,1996-07-13,175.0,65.0,Angola,7000000.0
Arnaldo Edi Lopes da Silva,Vitória Setúbal,Portuguese Primeira Liga,1982-07-07,182.0,75.0,Portugal,2100000.0
Nuno André da Silva Coelho,Grupo Desportivo de Chaves,Portuguese Primeira Liga,1986-01-07,192.0,82.0,Portugal,2700000.0
Tobias Pereira Figueiredo,Sporting CP,Portuguese Primeira Liga,1994-02-02,188.0,84.0,Portugal,3600000.0
André Filipe Claro de Jesus,Estoril Praia,Portuguese Primeira Liga,1991-03-31,183.0,75.0,Portugal,3800000.0
Diego Fortunato dos Santos Queiroz,CD Aves,Portuguese Primeira Liga,1984-01-14,185.0,80.0,Brazil,1300000.0
Bruno Araújo dos Santos,FC Paços de Ferreira,Portuguese Primeira Liga,1993-02-07,183.0,79.0,Brazil,3500000.0
Nuno Miguel Gomes dos Santos,Rio Ave FC,Portuguese Primeira Liga,1995-02-13,179.0,73.0,Portugal,4400000.0
Jorge Costa Pires,Portimonense SC,Portuguese Primeira Liga,1981-04-01,176.0,73.0,Portugal,1100000.0
Adriano Facchini,CD Aves,Portuguese Primeira Liga,1983-03-12,187.0,78.0,Brazil,1300000.0
Ricardo Jorge Oliveira Valente,CS Marítimo,Portuguese Primeira Liga,1991-04-03,181.0,76.0,Portugal,3700000.0
Luís Miguel Coimbra Aurélio,CD Feirense,Portuguese Primeira Liga,1988-08-17,179.0,70.0,Portugal,3100000.0
Gonçalo José Gonçalves Santos,CD Aves,Portuguese Primeira Liga,1986-11-15,184.0,79.0,Portugal,2300000.0
Domingos Sousa Menezes Duarte,Grupo Desportivo de Chaves,Portuguese Primeira Liga,1995-03-03,190.0,78.0,Portugal,3900000.0
Nuno Henrique Gonçalves Nogueira,Boavista FC,Portuguese Primeira Liga,1986-10-19,186.0,75.0,Portugal,2300000.0
Cláudio Pires de Morais Ramos,Tondela,Portuguese Primeira Liga,1991-11-16,183.0,85.0,Portugal,3000000.0
Filipe Miguel Neves Ferreira,FC Paços de Ferreira,Portuguese Primeira Liga,1990-09-09,178.0,72.0,Portugal,3000000.0
Marco João Costa Baixinho,FC Paços de Ferreira,Portuguese Primeira Liga,1989-07-11,187.0,80.0,Portugal,2900000.0
Rafael Henrique Assis Cardoso,SC Braga,Portuguese Primeira Liga,1990-10-31,170.0,61.0,Brazil,3100000.0
José Filipe da Silva Moreira,Estoril Praia,Portuguese Primeira Liga,1982-03-20,185.0,83.0,Portugal,725000.0
José Edgar Andrade da Costa,CS Marítimo,Portuguese Primeira Liga,1987-04-14,177.0,78.0,Portugal,2900000.0
Rafael Garcia Tonioli Defendi,FC Paços de Ferreira,Portuguese Primeira Liga,1983-12-22,191.0,88.0,Brazil,1600000.0
Hélder Tiago Pinto Moura Guedes,Rio Ave FC,Portuguese Primeira Liga,1987-05-07,182.0,76.0,Portugal,3000000.0
Douglas Pereira dos Santos,SL Benfica,Portuguese Primeira Liga,1990-08-06,171.0,60.0,Brazil,2600000.0
Eber Henrique Ferreira de Bessa,CS Marítimo,Portuguese Primeira Liga,1992-03-21,167.0,72.0,Brazil,3800000.0
Vagner da Silva,Boavista FC,Portuguese Primeira Liga,1986-06-06,185.0,79.0,Brazil,1900000.0
Maurides Roque Junior,CF Os Belenenses,Portuguese Primeira Liga,1994-03-10,188.0,77.0,Brazil,4300000.0
João Carlos Vilaça Teixeira,SC Braga,Portuguese Primeira Liga,1993-01-18,177.0,76.0,Portugal,4300000.0
Amilton Minervino da Silva,CD Aves,Portuguese Primeira Liga,1989-08-12,172.0,68.0,Brazil,3300000.0
Nuno Miguel Jerónimo Sequeira,SC Braga,Portuguese Primeira Liga,1990-08-19,184.0,79.0,Portugal,2600000.0
Rafael Furlan Soares,Grupo Desportivo de Chaves,Portuguese Primeira Liga,1994-09-20,177.0,75.0,Brazil,3300000.0
Gonçalo Jardim Brandão,Estoril Praia,Portuguese Primeira Liga,1986-10-09,182.0,76.0,Portugal,2300000.0
João António Antunes Carvalho,SL Benfica,Portuguese Primeira Liga,1997-03-09,170.0,66.0,Portugal,5500000.0
Judilson Mamadu Tuncara Gomes,Rio Ave FC,Portuguese Primeira Liga,1991-09-29,182.0,77.0,Guinea Bissau,3200000.0
Tiago Henrique Damil Gomes,CD Feirense,Portuguese Primeira Liga,1986-07-29,177.0,80.0,Portugal,2200000.0
Ricardo Miguel Moreira Costa,Tondela,Portuguese Primeira Liga,1981-05-16,183.0,80.0,Portugal,425000.0
Tiago Rafael Maia Silva,CD Feirense,Portuguese Primeira Liga,1993-06-02,175.0,68.0,Portugal,4099999.9999999995
Lucas E. Santana de Oliveira,Estoril Praia,Portuguese Primeira Liga,1995-05-06,181.0,79.0,Brazil,3500000.0
Evanildo Fernandes Gomes,CD Aves,Portuguese Primeira Liga,1986-05-01,175.0,63.0,Brazil,2100000.0
Pedro Nuno Fernandes Ferreira,Tondela,Portuguese Primeira Liga,1995-01-13,176.0,68.0,Portugal,3600000.0
Elvis Manuel Monteiro Macedo,CD Feirense,Portuguese Primeira Liga,1985-07-27,180.0,74.0,Cape Verde,2000000.0
Pedro Miguel Pereira Silva,Grupo Desportivo de Chaves,Portuguese Primeira Liga,1988-08-31,182.0,76.0,Portugal,2400000.0
José Lionn Barbosa de Lucena,Rio Ave FC,Portuguese Primeira Liga,1989-01-29,184.0,77.0,Brazil,1900000.0
André Filipe Carneiro Leal,FC Paços de Ferreira,Portuguese Primeira Liga,1995-08-06,174.0,64.0,Portugal,3700000.0
Luis Fariña,CD Aves,Portuguese Primeira Liga,1991-04-20,177.0,72.0,Argentina,2900000.0
João Diogo Gomes de Freitas,CF Os Belenenses,Portuguese Primeira Liga,1988-02-28,175.0,69.0,Portugal,1800000.0
Eduardo José Borges Machado,Boavista FC,Portuguese Primeira Liga,1990-04-26,175.0,67.0,Portugal,2000000.0
João Rafael Brito Teixeira,Vitória Setúbal,Portuguese Primeira Liga,1994-02-06,179.0,72.0,Portugal,3200000.0
João Miguel Macedo da Silva,Vitória Guimarães,Portuguese Primeira Liga,1995-04-07,188.0,78.0,Portugal,2300000.0
Vanderley Dias Marinho,CD Aves,Portuguese Primeira Liga,1987-12-29,183.0,76.0,Brazil,2400000.0
Yannick dos Santos Djaló,Vitória Setúbal,Portuguese Primeira Liga,1986-05-05,171.0,62.0,Portugal,2100000.0
Óscar Barreto,Rio Ave FC,Portuguese Primeira Liga,1993-04-28,173.0,68.0,Colombia,3200000.0
Bruno Alexandre Marques Pereirinha,CF Os Belenenses,Portuguese Primeira Liga,1988-03-02,174.0,67.0,Portugal,1800000.0
Arnold Issoko,Vitória Setúbal,Portuguese Primeira Liga,1992-04-06,185.0,79.0,DR Congo,2400000.0
João Carlos Fonseca Silva,Boavista FC,Portuguese Primeira Liga,1989-08-30,180.0,75.0,Portugal,2000000.0
André Campos Moreira,SC Braga,Portuguese Primeira Liga,1995-12-02,194.0,84.0,Portugal,2600000.0
Sebastián Rincón,Vitória Guimarães,Portuguese Primeira Liga,1994-01-14,185.0,79.0,Colombia,3300000.0
Leonardo Ruíz,Boavista FC,Portuguese Primeira Liga,1996-04-18,185.0,76.0,Colombia,3900000.0
André Filipe Ribeiro Leão,FC Paços de Ferreira,Portuguese Primeira Liga,1985-05-20,185.0,72.0,Portugal,1400000.0
Rafik Halliche,Estoril Praia,Portuguese Primeira Liga,1986-09-02,187.0,77.0,Algeria,1800000.0
Rúben Miguel Santos Fernandes,Portimonense SC,Portuguese Primeira Liga,1986-05-06,185.0,78.0,Portugal,1600000.0
João Pedro Reis Amaral,Vitória Setúbal,Portuguese Primeira Liga,1991-09-07,172.0,65.0,Portugal,2800000.0
Luis Otavio Bonilha de Oliveira,Vitória Setúbal,Portuguese Primeira Liga,1992-02-17,175.0,69.0,Brazil,2900000.0
João Paulo Dias Fernandes,SC Braga,Portuguese Primeira Liga,1992-11-09,187.0,81.0,Portugal,3100000.0
Bakary Saré,CF Os Belenenses,Portuguese Primeira Liga,1990-04-05,185.0,77.0,Burkina Faso,2300000.0
Jubal Rocha Mendes Junior,Vitória Guimarães,Portuguese Primeira Liga,1993-08-29,187.0,80.0,Brazil,2800000.0
Rodrigo Defendi,CD Aves,Portuguese Primeira Liga,1986-06-16,190.0,83.0,Brazil,1600000.0
Vítor Bruno Ramos Gonçalves,Boavista FC,Portuguese Primeira Liga,1990-01-13,171.0,69.0,Portugal,2000000.0
Luís Miguel Lopes Mendes,Estoril Praia,Portuguese Primeira Liga,1987-04-09,170.0,67.0,Portugal,1700000.0
Leocísio Júlio Sami,CD Aves,Portuguese Primeira Liga,1988-12-18,184.0,76.0,Guinea Bissau,2400000.0
Hichem Belkaroui,Moreirense FC,Portuguese Primeira Liga,1990-08-24,185.0,81.0,Algeria,2400000.0
Lazar Rosić,SC Braga,Portuguese Primeira Liga,1993-06-29,190.0,83.0,Serbia,2800000.0
Gabriel Airton de Souza,Rio Ave FC,Portuguese Primeira Liga,1996-03-29,171.0,61.0,Brazil,2600000.0
Carlos Filipe Fonseca Chaby,CF Os Belenenses,Portuguese Primeira Liga,1994-01-22,174.0,64.0,Portugal,2500000.0
Pedro Miguel Cunha Sá,Portimonense SC,Portuguese Primeira Liga,1993-12-01,175.0,70.0,Portugal,2100000.0
Jorge Fernando Barbosa Intima,Grupo Desportivo de Chaves,Portuguese Primeira Liga,1995-09-21,169.0,68.0,Portugal,3100000.0
Alfa Semedo Esteves,Moreirense FC,Portuguese Primeira Liga,1997-08-30,190.0,82.0,Guinea Bissau,2700000.0
João Miguel Ribeiro Vigário,Vitória Guimarães,Portuguese Primeira Liga,1995-11-20,181.0,74.0,Portugal,2100000.0
Bruno Andrade Toledo Nascimento,CD Feirense,Portuguese Primeira Liga,1991-05-30,188.0,80.0,Brazil,1800000.0
